S_01,S_02_A,S_02_A_01,S_02_B,S_02_B_01,S_02_C,S_02_C_01,S_02_D,S_02_D_01,S_02_E,S_02_E_01,S_02_F,S_02_F_01,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
2,,,,,,,,,,,,,890,2,1,2
1,2,,2,,2,,2,,2,,2,,893,2,1,2
1,2,,2,,2,,2,,2,,2,,895,2,1,2
1,2,,2,,2,,2,,2,,2,,897,2,1,2
1,2,,2,,2,,2,,2,,2,,899,2,1,2
1,2,,2,,2,,2,,2,,2,,901,1,1,1
1,2,,2,,2,,2,,2,,2,,903,5,1,5
1,1,3,2,,2,,2,,2,,2,,905,2,1,2
1,2,,2,,2,,2,,2,,2,,906,1,1,1
1,2,,2,,2,,2,,2,,2,,907,1,1,1
1,2,,2,,2,,2,,2,,2,,908,1,1,1
2,,,,,,,,,,,,,909,2,1,2
2,,,,,,,,,,,,,911,3,1,3
1,2,,2,,2,,2,,2,,2,,913,2,1,2
1,2,,2,,2,,2,,2,,2,,915,2,1,2
2,,,,,,,,,,,,,916,2,1,2
1,2,,2,,2,,2,,2,,2,,917,2,1,2
1,2,,2,,2,,2,,2,,2,,918,1,1,1
1,2,,2,,2,,2,,2,,2,,921,1,1,1
1,2,,2,,2,,2,,2,,2,,934,2,1,2
1,2,,2,,2,,2,,2,,2,,935,1,1,1
1,2,,2,,2,,2,,2,,2,,939,1,1,1
1,2,,2,,2,,2,,2,,2,,940,2,1,2
1,2,,2,,2,,2,,2,,2,,941,2,1,2
1,2,,2,,2,,2,,2,,2,,942,2,1,2
1,2,,2,,2,,2,,2,,2,,943,3,1,3
2,,,,,,,,,,,,,945,2,1,2
1,2,,2,,2,,2,,2,,2,,946,1,1,1
1,2,,2,,2,,2,,2,,2,,949,1,1,1
1,2,,2,,2,,2,,2,,2,,950,1,1,1
1,2,,2,,2,,2,,2,,2,,951,1,1,1
1,2,,2,,2,,2,,2,,2,,953,1,1,1
1,2,,2,,2,,2,,2,,2,,960,1,1,1
1,2,,2,,2,,2,,2,,2,,961,2,1,2
1,2,,2,,2,,2,,2,,2,,963,2,1,2
1,2,,2,,2,,2,,2,,2,,964,1,1,1
1,2,,2,,2,,2,,2,,2,,965,1,1,1
1,2,,2,,2,,2,,2,,2,,970,1,1,1
1,2,,1,2,2,,2,,2,,2,,971,2,1,2
1,2,,2,,2,,2,,2,,2,,973,2,1,2
1,2,,2,,2,,2,,2,,2,,974,2,1,2
1,2,,2,,2,,2,,2,,2,,975,2,1,2
1,2,,2,,2,,2,,2,,2,,977,2,1,2
1,2,,2,,2,,2,,2,,2,,982,3,1,3
1,2,,2,,2,,2,,2,,2,,983,2,1,2
2,,,,,,,,,,,,,984,2,1,2
1,2,,2,,2,,2,,2,,2,,985,2,1,2
1,2,,2,,2,,2,,2,,2,,986,2,1,2
1,2,,2,,2,,2,,2,,2,,987,2,1,2
1,2,,2,,2,,2,,2,,2,,989,1,1,1
1,2,,2,,2,,2,,2,,2,,991,1,1,1
1,2,,2,,2,,2,,2,,2,,992,1,1,1
1,2,,2,,2,,2,,2,,2,,993,1,1,1
2,,,,,,,,,,,,,995,1,1,1
2,,,,,,,,,,,,,997,3,1,3
2,,,,,,,,,,,,,999,3,1,3
1,2,,2,,2,,2,,2,,2,,1000,3,1,3
1,2,,2,,2,,2,,2,,2,,1001,3,1,3
2,,,,,,,,,,,,,1003,2,1,2
2,,,,,,,,,,,,,1004,1,1,1
1,2,,2,,2,,2,,2,,2,,1007,2,1,2
1,2,,2,,2,,2,,2,,2,,1008,2,1,2
1,2,,2,,2,,2,,2,,2,,1009,1,1,1
1,2,,2,,2,,2,,2,,2,,1010,2,1,2
1,2,,2,,2,,2,,2,,2,,1011,2,1,2
1,1,3,2,,2,,2,,2,,2,,1013,1,1,1
1,2,,2,,2,,2,,2,,2,,1014,1,1,1
2,,,,,,,,,,,,,1016,2,1,2
1,2,,2,,2,,2,,2,,2,,1017,2,1,2
1,2,,2,,2,,2,,2,,2,,1019,1,1,1
1,2,,2,,2,,2,,2,,2,,1020,1,1,1
1,2,,2,,2,,2,,2,,2,,1021,2,1,2
1,2,,2,,2,,2,,2,,2,,1022,2,1,2
1,1,1,2,,2,,2,,2,,2,,1023,1,1,1
1,2,,2,,2,,2,,2,,2,,1026,1,1,1
2,,,,,,,,,,,,,1028,7,1,7
2,,,,,,,,,,,,,1029,4,1,4
1,2,,2,,2,,2,,2,,2,,1031,1,1,1
1,2,,2,,2,,2,,2,,2,,1032,2,1,2
1,2,,2,,2,,2,,2,,2,,1033,2,1,2
1,1,3,1,2,2,,2,,2,,2,,1036,1,1,1
2,,,,,,,,,,,,,1040,3,1,3
1,2,,2,,2,,2,,2,,2,,1041,1,1,1
1,2,,2,,2,,2,,2,,2,,1042,2,1,2
2,,,,,,,,,,,,,1043,2,1,2
1,2,,2,,2,,2,,2,,2,,1044,1,1,1
1,2,,2,,2,,2,,2,,2,,1045,2,1,2
2,,,,,,,,,,,,,1046,3,1,3
1,2,,2,,2,,2,,2,,2,,1047,4,1,4
1,2,,2,,2,,2,,2,,2,,1049,2,1,2
1,2,,2,,2,,2,,2,,2,,1052,2,1,2
1,2,,2,,2,,2,,2,,2,,1053,1,1,1
1,2,,2,,2,,2,,2,,2,,1055,2,1,2
1,2,,2,,2,,2,,2,,2,,1056,1,1,1
2,,,,,,,,,,,,,1058,5,1,5
1,2,,2,,2,,2,,2,,2,,1059,1,1,1
1,2,,2,,2,,2,,2,,2,,1060,2,1,2
1,2,,2,,2,,2,,2,,2,,1062,2,1,2
1,2,,2,,2,,2,,2,,2,,1063,2,1,2
1,2,,2,,2,,2,,2,,2,,1064,1,1,1
1,2,,2,,2,,2,,2,,2,,1067,2,1,2
1,2,,2,,2,,2,,2,,2,,1069,2,1,2
1,2,,2,,2,,2,,2,,2,,1070,2,1,2
1,2,,1,3,2,,2,,2,,2,,1071,2,1,2
1,2,,2,,2,,2,,2,,2,,1073,4,1,4
1,2,,2,,2,,2,,2,,2,,1075,1,1,1
2,,,,,,,,,,,,,1079,3,1,3
1,2,,2,,2,,2,,2,,2,,1081,1,1,1
1,2,,2,,2,,2,,2,,2,,1082,2,1,2
1,2,,2,,2,,2,,2,,2,,1083,2,1,2
1,2,,2,,2,,2,,2,,2,,1084,3,1,3
1,2,,1,2,2,,2,,2,,2,,1085,2,1,2
1,2,,2,,2,,2,,2,,2,,1088,1,1,1
2,,,,,,,,,,,,,1089,2,1,2
1,2,,2,,2,,2,,2,,2,,1092,1,1,1
1,2,,2,,2,,2,,2,,2,,1094,3,1,3
1,2,,2,,2,,2,,2,,2,,1098,2,1,2
1,2,,2,,2,,2,,2,,2,,1100,2,1,2
1,2,,2,,2,,2,,2,,2,,1101,2,1,2
1,1,3,2,,2,,2,,2,,2,,1102,2,1,2
2,,,,,,,,,,,,,1106,4,1,4
2,,,,,,,,,,,,,1108,2,1,2
1,2,,2,,2,,2,,2,,2,,1110,2,1,2
1,2,,2,,2,,2,,2,,2,,1111,2,1,2
1,2,,2,,2,,2,,2,,2,,1114,3,1,3
1,2,,2,,2,,2,,2,,2,,1116,1,1,1
1,2,,2,,2,,2,,2,,2,,1117,2,1,2
1,2,,2,,2,,2,,2,,2,,1120,1,1,1
1,2,,2,,2,,2,,2,,2,,1121,2,1,2
2,,,,,,,,,,,,,1122,2,1,2
1,2,,2,,2,,2,,2,,2,,1125,2,1,2
1,2,,2,,2,,2,,2,,2,,1127,2,1,2
2,,,,,,,,,,,,,1128,1,1,1
1,2,,2,,2,,2,,2,,2,,1129,2,1,2
1,2,,2,,2,,2,,2,,2,,1131,2,1,2
1,2,,2,,2,,2,,2,,2,,1133,2,1,2
1,2,,2,,2,,2,,2,,2,,1134,1,1,1
1,1,1,1,3,2,,2,,2,,2,,1135,1,1,1
1,2,,2,,2,,2,,2,,2,,1137,2,1,2
1,2,,1,3,2,,2,,2,,2,,1139,1,1,1
2,,,,,,,,,,,,,1143,2,1,2
1,2,,2,,2,,2,,2,,2,,1144,1,1,1
2,,,,,,,,,,,,,1145,2,1,2
1,1,1,2,,2,,1,1,2,,2,,1147,2,1,2
1,2,,2,,2,,2,,2,,2,,1148,2,1,2
1,2,,2,,2,,2,,2,,2,,1149,2,1,2
2,,,,,,,,,,,,,1154,4,1,4
1,2,,2,,2,,2,,2,,2,,1155,1,1,1
1,2,,2,,2,,2,,2,,2,,1156,1,1,1
1,2,,2,,2,,2,,2,,2,,1157,4,1,4
1,2,,2,,2,,2,,2,,2,,1158,3,1,3
2,,,,,,,,,,,,,1161,4,1,4
2,,,,,,,,,,,,,1162,2,1,2
1,2,,2,,2,,2,,2,,2,,1164,1,1,1
1,2,,2,,2,,2,,2,,2,,1167,1,1,1
1,2,,2,,2,,2,,2,,2,,1168,2,1,2
1,2,,2,,2,,2,,2,,2,,1169,1,1,1
1,2,,1,3,2,,2,,2,,2,,1170,2,1,2
1,2,,2,,2,,2,,2,,2,,1178,2,1,2
1,2,,2,,2,,2,,2,,2,,1180,1,1,1
1,2,,2,,2,,2,,2,,2,,1184,2,1,2
1,2,,2,,2,,2,,2,,2,,1185,2,1,2
1,2,,2,,2,,2,,2,,2,,1186,2,1,2
1,2,,2,,2,,2,,2,,2,,1187,2,1,2
1,2,,2,,2,,2,,2,,2,,1190,2,1,2
1,2,,2,,2,,2,,2,,2,,1191,1,1,1
2,,,,,,,,,,,,,1193,2,1,2
1,2,,2,,2,,2,,2,,2,,1195,1,1,1
1,2,,2,,2,,2,,2,,2,,1196,1,1,1
1,2,,2,,2,,2,,2,,2,,1197,2,1,2
1,2,,2,,2,,2,,2,,2,,1199,2,1,2
1,2,,2,,2,,2,,2,,2,,1201,1,1,1
1,2,,2,,2,,2,,2,,2,,1204,2,1,2
2,,,,,,,,,,,,,1206,2,1,2
1,2,,2,,2,,2,,2,,2,,1207,1,1,1
2,,,,,,,,,,,,,1211,2,1,2
2,,,,,,,,,,,,,1212,1,1,1
1,2,,2,,2,,2,,2,,2,,1213,1,1,1
2,,,,,,,,,,,,,1215,3,1,3
1,2,,2,,2,,2,,2,,2,,1216,2,1,2
1,2,,2,,2,,2,,2,,2,,1217,2,1,2
1,2,,2,,2,,2,,2,,2,,1218,1,1,1
1,2,,2,,2,,2,,2,,2,,1220,2,1,2
1,2,,2,,2,,2,,2,,2,,1221,2,1,2
2,,,,,,,,,,,,,1223,2,1,2
1,2,,2,,2,,2,,2,,2,,1225,2,1,2
2,,,,,,,,,,,,,1226,2,1,2
1,2,,2,,2,,2,,2,,2,,1228,1,1,1
2,,,,,,,,,,,,,1230,6,1,6
2,,,,,,,,,,,,,1231,1,1,1
2,,,,,,,,,,,,,1234,1,1,1
1,2,,2,,2,,2,,2,,2,,1235,1,1,1
1,2,,2,,2,,2,,2,,2,,1238,1,1,1
1,2,,2,,2,,2,,2,,2,,1239,2,1,2
2,,,,,,,,,,,,,1241,3,1,3
1,2,,2,,2,,2,,2,,2,,1242,4,1,4
1,2,,2,,2,,2,,2,,2,,1244,2,1,2
2,,,,,,,,,,,,,1245,3,1,3
1,2,,2,,2,,2,,2,,2,,1246,1,1,1
2,,,,,,,,,,,,,1247,4,1,4
1,2,,2,,2,,2,,2,,2,,1248,2,1,2
1,2,,2,,2,,2,,2,,2,,1250,2,1,2
1,2,,2,,2,,2,,2,,2,,1251,2,1,2
1,2,,2,,2,,2,,2,,2,,1252,1,1,1
1,2,,2,,2,,2,,2,,2,,1253,2,1,2
1,2,,1,2,2,,2,,2,,2,,1255,5,1,5
1,2,,2,,2,,2,,2,,2,,1256,2,1,2
1,2,,2,,2,,2,,2,,2,,1257,3,1,3
1,2,,2,,2,,2,,2,,2,,1261,1,1,1
1,2,,2,,2,,2,,2,,2,,1266,2,1,2
1,2,,2,,2,,2,,2,,2,,1267,9,1,9
1,2,,2,,2,,2,,2,,2,,1270,1,1,1
1,2,,2,,2,,2,,2,,2,,1272,3,1,3
1,2,,2,,2,,2,,2,,2,,1273,2,1,2
1,2,,2,,2,,2,,2,,2,,1274,2,1,2
2,,,,,,,,,,,,,1275,4,1,4
1,2,,2,,2,,2,,2,,2,,1276,1,1,1
2,,,,,,,,,,,,,1278,2,1,2
1,2,,2,,2,,2,,2,,2,,1283,1,1,1
1,2,,2,,2,,2,,2,,2,,1284,2,1,2
1,2,,2,,2,,2,,2,,2,,1285,3,1,3
2,,,,,,,,,,,,,1287,9,1,9
1,2,,2,,2,,2,,2,,2,,1293,1,1,1
1,2,,2,,2,,2,,2,,2,,1296,1,1,1
1,2,,2,,2,,2,,2,,2,,1299,2,1,2
2,,,,,,,,,,,,,1300,1,1,1
1,2,,2,,2,,2,,2,,2,,1302,1,1,1
1,2,,2,,2,,2,,2,,2,,1305,1,1,1
1,2,,2,,2,,2,,2,,2,,1306,1,1,1
1,2,,2,,2,,2,,2,,2,,1307,1,1,1
1,2,,2,,2,,2,,2,,2,,1308,2,1,2
2,,,,,,,,,,,,,1310,2,1,2
1,2,,2,,2,,2,,2,,2,,1312,1,1,1
1,2,,2,,2,,2,,2,,2,,1313,3,1,3
1,2,,2,,2,,2,,2,,2,,1316,6,1,6
2,,,,,,,,,,,,,1318,4,1,4
1,2,,2,,2,,2,,2,,2,,1320,2,1,2
2,,,,,,,,,,,,,1321,3,1,3
2,,,,,,,,,,,,,1323,3,1,3
1,2,,2,,2,,2,,2,,2,,1325,2,1,2
1,2,,2,,2,,2,,2,,2,,1326,2,1,2
1,1,1,2,,2,,2,,2,,2,,1328,2,1,2
2,,,,,,,,,,,,,1330,5,1,5
1,2,,2,,2,,2,,2,,2,,1331,2,1,2
1,2,,2,,2,,2,,2,,2,,1335,1,1,1
2,,,,,,,,,,,,,1336,4,1,4
2,,,,,,,,,,,,,1337,3,1,3
2,,,,,,,,,,,,,1338,2,1,2
1,2,,2,,2,,2,,2,,2,,1339,1,1,1
1,2,,2,,2,,2,,2,,2,,1340,2,1,2
1,2,,2,,2,,2,,2,,2,,1343,2,1,2
2,,,,,,,,,,,,,1344,2,1,2
2,,,,,,,,,,,,,1345,4,1,4
1,2,,2,,2,,2,,2,,2,,1346,1,1,1
1,2,,2,,2,,2,,2,,2,,1347,1,1,1
1,2,,2,,2,,2,,2,,2,,1349,2,1,2
1,2,,1,3,2,,2,,2,,2,,1350,2,1,2
1,2,,2,,2,,2,,2,,2,,1351,2,1,2
1,2,,2,,2,,2,,2,,2,,1352,2,1,2
1,2,,2,,2,,2,,2,,2,,1355,1,1,1
1,2,,2,,2,,2,,2,,2,,1357,2,1,2
2,,,,,,,,,,,,,1358,3,1,3
2,,,,,,,,,,,,,1359,2,1,2
1,2,,2,,2,,2,,2,,2,,1361,2,1,2
1,2,,2,,2,,2,,2,,2,,1366,2,1,2
1,2,,2,,2,,2,,2,,2,,1367,2,1,2
1,2,,2,,2,,2,,2,,2,,1368,1,1,1
1,2,,2,,2,,2,,2,,2,,1369,3,1,3
1,2,,1,3,2,,2,,2,,2,,1370,2,1,2
1,2,,2,,2,,2,,2,,2,,1373,2,1,2
1,2,,2,,2,,2,,2,,2,,1374,7,1,7
1,2,,2,,2,,2,,2,,2,,1376,2,1,2
1,2,,2,,2,,2,,2,,2,,1379,2,1,2
1,2,,2,,2,,2,,2,,2,,1380,2,1,2
1,2,,2,,2,,2,,2,,2,,1381,3,1,3
1,2,,1,3,2,,2,,2,,2,,1382,1,1,1
2,,,,,,,,,,,,,1384,2,1,2
1,2,,2,,2,,2,,2,,2,,1385,6,1,6
2,,,,,,,,,,,,,1386,5,1,5
1,2,,2,,2,,2,,2,,2,,1387,2,1,2
1,2,,2,,2,,2,,2,,2,,1389,2,1,2
1,2,,2,,2,,2,,2,,2,,1390,1,1,1
1,2,,2,,2,,2,,2,,2,,1392,2,1,2
1,2,,2,,2,,2,,2,,2,,1393,2,1,2
1,2,,2,,2,,2,,2,,2,,1394,2,1,2
2,,,,,,,,,,,,,1395,3,1,3
2,,,,,,,,,,,,,1396,3,1,3
1,2,,2,,2,,2,,2,,2,,1397,2,1,2
1,2,,2,,2,,2,,2,,2,,1402,2,1,2
1,1,1,1,1,2,,2,,2,,2,,1405,1,1,1
1,2,,2,,2,,2,,2,,2,,1406,3,1,3
1,2,,2,,2,,2,,2,,2,,1408,2,1,2
2,,,,,,,,,,,,,1413,3,1,3
1,1,2,2,,2,,2,,2,,2,,1416,2,1,2
1,2,,2,,2,,2,,2,,2,,1417,2,1,2
2,,,,,,,,,,,,,1420,1,1,1
2,,,,,,,,,,,,,1421,3,1,3
2,,,,,,,,,,,,,1423,3,1,3
1,2,,2,,2,,2,,2,,2,,1425,2,1,2
1,2,,2,,2,,2,,2,,2,,1426,2,1,2
1,2,,2,,2,,2,,2,,2,,1428,1,1,1
1,2,,2,,2,,2,,2,,2,,1430,2,1,2
1,2,,2,,2,,2,,2,,2,,1432,1,1,1
2,,,,,,,,,,,,,1434,4,1,4
1,2,,2,,2,,2,,2,,2,,1435,2,1,2
1,2,,1,3,2,,2,,2,,2,,1436,1,1,1
1,2,,2,,2,,2,,2,,2,,1439,8,1,8
1,2,,1,3,2,,2,,2,,2,,1440,2,1,2
2,,,,,,,,,,,,,1441,2,1,2
1,2,,2,,2,,2,,2,,2,,1444,2,1,2
1,2,,2,,2,,2,,2,,2,,1445,2,1,2
1,1,3,2,,2,,2,,2,,2,,1446,2,1,2
1,2,,2,,2,,2,,2,,2,,1449,1,1,1
2,,,,,,,,,,,,,1450,2,1,2
2,,,,,,,,,,,,,1451,4,1,4
1,2,,2,,2,,2,,2,,2,,1453,3,1,3
1,2,,2,,2,,2,,2,,2,,1454,1,1,1
1,2,,2,,2,,2,,2,,2,,1457,1,1,1
2,,,,,,,,,,,,,1458,2,1,2
1,2,,2,,2,,2,,2,,2,,1462,1,1,1
1,2,,2,,2,,2,,2,,2,,1464,2,1,2
1,2,,2,,2,,2,,2,,2,,1465,2,1,2
2,,,,,,,,,,,,,1468,1,1,1
2,,,,,,,,,,,,,1469,2,1,2
1,2,,2,,2,,2,,2,,2,,1470,2,1,2
1,2,,2,,2,,2,,2,,2,,1473,2,1,2
1,2,,2,,2,,2,,2,,2,,1474,2,1,2
1,2,,1,3,2,,2,,2,,2,,1477,2,1,2
1,2,,2,,2,,2,,2,,2,,1480,1,1,1
2,,,,,,,,,,,,,1485,3,1,3
2,,,,,,,,,,,,,1486,2,1,2
2,,,,,,,,,,,,,1487,3,1,3
1,2,,2,,2,,2,,2,,2,,1488,1,1,1
1,2,,2,,2,,2,,2,,2,,1490,2,1,2
2,,,,,,,,,,,,,1492,9,1,9
1,2,,2,,2,,2,,2,,2,,1493,2,1,2
1,2,,1,3,2,,2,,2,,2,,1495,2,1,2
1,2,,2,,2,,2,,2,,2,,1496,1,1,1
2,,,,,,,,,,,,,1497,2,1,2
1,2,,2,,2,,2,,2,,2,,1498,2,1,2
1,2,,2,,2,,2,,2,,2,,1499,1,1,1
2,,,,,,,,,,,,,1500,3,1,3
2,,,,,,,,,,,,,1502,2,1,2
1,2,,2,,2,,2,,2,,2,,1506,2,1,2
1,2,,2,,2,,2,,2,,2,,1511,1,1,1
1,2,,2,,2,,2,,2,,2,,1513,2,1,2
1,2,,2,,2,,2,,2,,2,,1515,1,1,1
1,2,,2,,2,,2,,2,,2,,1516,1,1,1
1,2,,2,,2,,2,,2,,2,,1517,1,1,1
2,,,,,,,,,,,,,1519,5,1,5
1,2,,2,,2,,2,,2,,2,,1520,2,1,2
1,2,,2,,2,,2,,2,,2,,1521,1,1,1
1,2,,2,,2,,2,,2,,2,,1522,2,1,2
1,2,,2,,2,,2,,2,,2,,1523,2,1,2
2,,,,,,,,,,,,,1524,2,1,2
1,2,,2,,2,,2,,2,,2,,1529,4,1,4
2,,,,,,,,,,,,,1532,7,1,7
1,2,,2,,2,,2,,2,,2,,1534,1,1,1
1,2,,2,,2,,2,,2,,2,,1542,2,1,2
2,,,,,,,,,,,,,1545,4,1,4
1,2,,2,,2,,2,,2,,2,,1546,3,1,3
1,1,3,2,,2,,2,,2,,2,,1550,3,1,3
1,2,,2,,2,,2,,2,,2,,1553,2,1,2
2,,,,,,,,,,,,,1554,3,1,3
1,2,,2,,2,,2,,2,,2,,1555,3,1,3
1,2,,2,,2,,2,,2,,2,,1559,2,1,2
1,2,,2,,2,,2,,2,,2,,1560,3,1,3
2,,,,,,,,,,,,,1563,2,1,2
1,2,,2,,2,,2,,2,,2,,1567,2,1,2
1,2,,2,,2,,2,,2,,2,,1572,1,1,1
1,2,,2,,2,,2,,2,,2,,1573,4,1,4
2,,,,,,,,,,,,,1574,3,1,3
1,2,,2,,2,,2,,2,,2,,1575,1,1,1
1,2,,2,,2,,2,,2,,2,,1576,1,1,1
1,2,,2,,2,,2,,2,,2,,1580,2,1,2
1,2,,2,,2,,2,,2,,2,,1581,2,1,2
2,,,,,,,,,,,,,1585,3,1,3
2,,,,,,,,,,,,,1586,7,1,7
1,2,,2,,2,,2,,2,,2,,1587,2,1,2
1,2,,2,,2,,2,,2,,2,,1590,4,1,4
1,2,,2,,2,,2,,2,,2,,1591,1,1,1
1,2,,2,,2,,2,,2,,2,,1592,2,1,2
2,,,,,,,,,,,,,1597,4,1,4
1,2,,2,,2,,2,,2,,2,,1601,2,1,2
2,,,,,,,,,,,,,1602,1,1,1
1,2,,2,,2,,2,,2,,2,,1604,2,1,2
1,2,,2,,2,,2,,2,,2,,1606,2,1,2
1,2,,2,,2,,2,,2,,2,,1607,1,1,1
2,,,,,,,,,,,,,1608,5,1,5
1,2,,2,,2,,2,,2,,2,,1610,2,1,2
1,2,,2,,2,,2,,2,,2,,1611,1,1,1
2,,,,,,,,,,,,,1612,2,1,2
1,2,,2,,2,,2,,2,,2,,1615,1,1,1
1,2,,2,,2,,2,,2,,2,,1616,2,1,2
1,2,,2,,2,,2,,2,,2,,1619,1,1,1
1,2,,2,,2,,2,,2,,2,,1620,7,1,7
1,2,,2,,2,,2,,2,,2,,1622,2,1,2
1,2,,2,,2,,2,,2,,2,,1623,2,1,2
1,2,,2,,2,,2,,2,,2,,1624,1,1,1
1,2,,2,,2,,2,,2,,2,,1626,4,1,4
2,,,,,,,,,,,,,1627,3,1,3
1,2,,2,,2,,2,,2,,2,,1629,2,1,2
1,2,,2,,2,,2,,2,,2,,1630,1,1,1
2,,,,,,,,,,,,,1631,2,1,2
1,2,,2,,2,,2,,2,,2,,1632,2,1,2
2,,,,,,,,,,,,,1634,3,1,3
1,2,,2,,2,,2,,2,,2,,1635,2,1,2
1,2,,2,,2,,2,,2,,2,,1636,2,1,2
1,2,,2,,2,,2,,2,,2,,1637,2,1,2
1,2,,2,,2,,2,,2,,2,,1638,3,1,3
1,2,,2,,2,,2,,2,,2,,1639,2,1,2
1,2,,2,,2,,2,,2,,2,,1642,2,1,2
1,2,,2,,2,,2,,2,,2,,1644,1,1,1
1,2,,2,,2,,2,,2,,2,,1645,2,1,2
1,2,,2,,2,,2,,2,,2,,1646,2,1,2
1,2,,2,,2,,2,,2,,2,,1647,2,1,2
1,1,3,1,3,2,,2,,2,,2,,1649,1,1,1
2,,,,,,,,,,,,,1650,5,1,5
1,2,,2,,2,,2,,2,,2,,1651,2,1,2
2,,,,,,,,,,,,,1652,4,1,4
1,2,,2,,2,,2,,2,,2,,1654,2,1,2
1,2,,2,,2,,2,,2,,2,,1656,2,1,2
1,1,3,2,,2,,2,,2,,2,,1658,2,1,2
1,2,,2,,2,,2,,2,,2,,1659,5,1,5
1,2,,2,,2,,2,,2,,2,,1660,1,1,1
1,2,,2,,2,,2,,2,,2,,1661,2,1,2
1,2,,2,,2,,2,,2,,2,,1662,2,1,2
1,2,,2,,2,,2,,2,,2,,1663,1,1,1
2,,,,,,,,,,,,,1664,3,1,3
1,2,,2,,2,,2,,2,,2,,1667,1,1,1
2,,,,,,,,,,,,,1668,3,1,3
2,,,,,,,,,,,,,1670,3,1,3
1,2,,2,,2,,2,,2,,2,,1671,2,1,2
2,,,,,,,,,,,,,1673,3,1,3
1,2,,2,,2,,2,,2,,2,,1677,2,1,2
1,2,,2,,2,,2,,2,,2,,1678,2,1,2
1,2,,1,3,2,,2,,2,,2,,1681,1,1,1
1,2,,2,,2,,2,,2,,2,,1687,1,1,1
1,2,,2,,2,,2,,2,,2,,1688,1,1,1
1,2,,2,,2,,2,,2,,2,,1690,1,1,1
1,2,,2,,2,,2,,2,,2,,1692,1,1,1
2,,,,,,,,,,,,,1695,4,1,4
1,2,,2,,2,,2,,2,,2,,1697,2,1,2
1,2,,2,,2,,2,,2,,2,,1698,5,1,5
1,2,,2,,2,,2,,2,,2,,1699,2,1,2
1,2,,2,,2,,2,,2,,2,,1700,1,1,1
1,2,,2,,2,,2,,2,,2,,1702,2,1,2
1,2,,2,,2,,2,,2,,2,,1703,2,1,2
1,2,,2,,2,,2,,2,,2,,1709,1,1,1
1,2,,1,3,2,,2,,2,,2,,1712,2,1,2
1,2,,2,,2,,2,,2,,2,,1715,3,1,3
1,2,,2,,2,,2,,2,,2,,1719,1,1,1
2,,,,,,,,,,,,,1720,3,1,3
1,2,,2,,2,,2,,2,,2,,1721,2,1,2
2,,,,,,,,,,,,,1722,4,1,4
1,2,,2,,2,,2,,2,,2,,1725,2,1,2
1,2,,2,,2,,2,,2,,2,,1726,2,1,2
2,,,,,,,,,,,,,1728,2,1,2
2,,,,,,,,,,,,,1729,3,1,3
1,2,,2,,2,,2,,2,,2,,1730,1,1,1
1,2,,2,,2,,2,,2,,2,,1731,2,1,2
1,2,,2,,2,,2,,2,,2,,1732,2,1,2
2,,,,,,,,,,,,,1735,3,1,3
2,,,,,,,,,,,,,1739,3,1,3
1,2,,2,,2,,2,,2,,2,,1740,1,1,1
2,,,,,,,,,,,,,1741,3,1,3
1,2,,2,,2,,2,,2,,2,,1743,1,1,1
1,2,,2,,2,,2,,2,,2,,1746,1,1,1
1,2,,2,,2,,2,,2,,2,,1747,2,1,2
2,,,,,,,,,,,,,1749,1,1,1
1,2,,2,,2,,2,,2,,2,,1750,1,1,1
1,2,,2,,2,,2,,2,,2,,1752,2,1,2
1,2,,2,,2,,2,,2,,2,,1753,2,1,2
1,2,,2,,2,,2,,2,,2,,1754,1,1,1
2,,,,,,,,,,,,,1756,2,1,2
1,2,,2,,2,,2,,2,,2,,1757,1,1,1
1,2,,2,,2,,2,,2,,2,,1759,2,1,2
1,2,,2,,2,,2,,2,,2,,1762,2,1,2
1,2,,2,,2,,2,,2,,2,,1764,2,1,2
1,2,,2,,2,,2,,2,,2,,1765,4,1,4
1,2,,2,,2,,2,,2,,2,,1766,2,1,2
1,2,,2,,2,,2,,2,,2,,1767,2,1,2
1,2,,2,,2,,2,,2,,2,,1775,1,1,1
1,2,,2,,2,,2,,2,,2,,1776,1,1,1
1,2,,2,,2,,2,,2,,2,,1778,4,1,4
1,2,,2,,2,,2,,2,,2,,1780,1,1,1
2,,,,,,,,,,,,,1783,3,1,3
1,2,,2,,2,,2,,2,,2,,1785,2,1,2
1,2,,2,,2,,2,,2,,2,,1786,1,1,1
1,2,,2,,2,,2,,2,,2,,1790,3,1,3
1,2,,2,,2,,2,,2,,2,,1791,1,1,1
2,,,,,,,,,,,,,1795,3,1,3
1,2,,2,,2,,2,,2,,2,,1799,1,1,1
1,2,,2,,2,,2,,2,,2,,1800,2,1,2
1,2,,2,,2,,2,,2,,2,,1804,2,1,2
2,,,,,,,,,,,,,1805,3,1,3
1,2,,2,,2,,2,,2,,2,,1806,2,1,2
1,2,,2,,2,,2,,2,,2,,1807,3,1,3
1,2,,2,,2,,2,,2,,2,,1809,1,1,1
1,2,,2,,2,,2,,2,,2,,1810,2,1,2
2,,,,,,,,,,,,,1814,1,1,1
1,2,,2,,2,,2,,2,,2,,1817,2,1,2
1,2,,2,,2,,2,,2,,2,,1819,1,1,1
