R_01,R_02,R_03,R_04,R_05,R_06,R_07,R_08_A,R_08_B,R_08_C,R_08_D,R_09,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
2,,0,,1,1,1,9,9,9,9,2,39967,1,1,1
2,,0,,2,2,2,9,9,9,9,2,39968,1,1,1
2,,0,,1,1,9,9,2,9,9,2,39969,1,1,1
2,,0,,1,1,2,9,9,9,9,2,39970,1,1,1
2,,0,,2,1,1,9,9,9,9,2,39972,1,1,1
2,,0,,2,2,2,9,9,9,9,2,39973,1,1,1
2,,0,,1,2,2,9,9,9,9,2,39974,1,1,1
2,,1,2,1,1,1,2,2,9,9,2,39975,3,1,3
2,,0,,1,2,2,9,9,9,9,2,39977,1,1,1
2,,0,,1,1,2,9,2,9,9,2,39978,1,1,1
2,,0,,1,1,1,9,9,9,9,2,39979,1,1,1
2,,0,,1,1,2,9,9,9,9,2,39981,1,1,1
2,,1,2,1,1,2,9,9,9,9,2,39983,1,1,1
2,,0,,2,2,2,9,2,9,9,9,39985,2,1,2
2,,0,,2,2,2,9,9,9,9,2,39986,1,1,1
2,,1,1,1,1,2,2,2,9,9,2,39987,1,1,1
2,,0,,2,2,2,9,9,9,9,2,39991,3,1,3
2,,0,,2,2,2,9,2,9,9,2,39994,1,1,1
2,,0,,2,2,2,9,2,9,9,2,39995,1,1,1
2,,0,,2,2,2,9,2,9,9,2,39998,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40009,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40014,3,1,3
2,,0,,2,2,2,9,2,9,9,2,40016,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40017,2,1,2
2,,0,,1,1,1,9,9,9,9,9,40022,1,1,1
2,,0,,1,1,9,9,2,9,9,2,40026,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40027,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40030,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40036,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40038,2,1,2
2,,0,,1,1,1,9,2,9,9,2,40039,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40040,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40044,2,1,2
2,,0,,1,1,9,2,2,9,9,2,40049,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40052,1,1,1
2,,0,,2,2,2,2,9,9,9,2,40054,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40059,2,1,2
2,,0,,1,1,1,9,9,9,9,2,40061,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40062,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40068,2,1,2
2,,0,,1,1,2,2,2,9,9,2,40075,3,1,3
2,,0,,2,2,2,9,2,9,9,2,40078,2,1,2
2,,0,,1,1,1,9,9,9,9,2,40080,2,1,2
2,,0,,2,2,2,2,2,9,9,2,40083,1,1,1
2,,0,,1,1,9,9,2,9,9,2,40085,3,1,3
2,,0,,2,2,2,1,9,9,9,2,40086,3,1,3
2,,0,,1,2,2,9,9,9,9,2,40088,1,1,1
2,,0,,2,2,2,9,2,9,9,1,40090,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40091,2,1,2
2,,0,,2,2,2,9,2,9,9,9,40092,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40096,1,1,1
2,,0,,1,2,2,9,9,9,9,2,40098,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40103,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40107,3,1,3
2,,0,,1,1,1,9,2,9,9,2,40109,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40112,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40116,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40119,1,1,1
2,,5,2,2,2,2,9,9,9,9,2,40121,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40126,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40127,3,1,3
2,,0,,1,2,2,9,9,9,9,2,40128,3,1,3
2,,0,,1,1,1,9,2,9,9,2,40131,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40132,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40133,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40139,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40141,3,1,3
2,,0,,2,2,2,2,9,9,9,2,40142,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40147,1,1,1
2,,0,,1,1,1,2,2,9,9,2,40154,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40156,1,1,1
2,,0,,1,1,1,1,2,9,9,2,40158,3,1,3
2,,0,,1,1,2,9,9,9,9,2,40162,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40166,3,1,3
2,,0,,1,1,1,9,2,9,9,2,40167,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40175,3,1,3
2,,0,,2,2,2,9,9,9,9,2,40176,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40177,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40178,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40185,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40187,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40189,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40190,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40191,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40197,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40198,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40200,3,1,3
2,,0,,1,1,9,9,2,9,9,2,40202,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40207,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40210,6,1,6
2,,0,,1,1,9,9,2,9,9,2,40211,2,1,2
2,,0,,1,1,1,2,2,9,9,1,40212,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40215,2,1,2
2,,0,,1,1,1,9,2,9,9,2,40217,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40219,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40223,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40224,3,1,3
2,,0,,1,1,1,9,9,9,9,2,40225,1,1,1
2,,0,,1,2,2,2,2,9,9,2,40226,1,1,1
2,,0,,1,2,2,9,2,2,9,2,40234,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40238,4,1,4
2,,0,,1,2,2,9,9,9,9,2,40247,3,1,3
2,,0,,2,2,2,9,2,9,9,2,40248,1,1,1
2,,0,,1,1,1,9,2,2,9,2,40252,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40258,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40263,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40264,1,1,1
2,,0,,2,2,2,2,2,9,9,2,40268,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40270,3,1,3
2,,0,,2,2,2,9,9,9,9,2,40271,1,1,1
1,2,0,,1,1,1,9,2,9,9,2,40278,2,1,2
2,,1,2,1,1,2,9,2,9,9,2,40280,3,1,3
2,,0,,2,2,2,9,2,9,9,2,40281,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40284,1,1,1
2,,3,2,2,2,2,9,9,9,9,2,40285,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40289,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40290,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40291,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40294,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40295,3,1,3
2,,0,,2,2,2,9,2,9,9,2,40298,2,1,2
2,,0,,2,2,2,2,9,9,9,2,40302,2,1,2
2,,0,,1,1,2,9,2,9,9,2,40303,2,1,2
2,,0,,1,1,2,9,2,9,9,2,40306,1,1,1
2,,0,,1,1,2,2,9,9,9,2,40308,1,1,1
2,,2,2,2,2,2,2,2,9,9,2,40309,2,1,2
2,,2,2,1,1,9,9,2,9,9,2,40310,3,1,3
2,,15,2,1,2,2,9,9,9,9,9,40311,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40313,2,1,2
2,,0,,1,1,1,9,9,9,9,2,40314,1,1,1
2,,0,,2,1,9,9,9,9,9,1,40317,4,1,4
2,,0,,1,1,1,9,2,9,9,2,40318,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40320,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40321,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40322,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40323,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40324,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40325,4,1,4
2,,0,,1,1,2,9,2,9,9,2,40326,3,1,3
2,,0,,2,2,2,9,9,9,9,2,40330,2,1,2
2,,0,,2,2,2,2,9,9,9,2,40332,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40334,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40335,1,1,1
1,2,30,2,1,1,1,9,9,9,9,2,40336,1,1,1
2,,0,,2,2,2,9,9,9,9,9,40338,2,1,2
2,,0,,1,1,2,9,2,9,9,2,40340,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40341,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40343,1,1,1
2,,2,2,2,2,2,9,2,9,9,2,40344,1,1,1
2,,0,,2,2,2,2,9,9,9,2,40345,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40346,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40354,2,1,2
2,,0,,1,1,1,9,2,9,9,2,40357,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40360,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40362,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40363,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40364,2,1,2
2,,0,,1,1,1,9,2,9,9,2,40365,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40368,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40370,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40371,2,1,2
2,,0,,1,1,1,9,2,9,9,2,40372,2,1,2
2,,1,2,1,1,2,9,2,9,9,2,40373,1,1,1
2,,5,2,2,2,2,9,2,9,9,2,40374,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40377,1,1,1
2,,0,,2,2,2,2,9,9,9,2,40378,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40379,2,1,2
2,,0,,2,2,9,2,2,9,9,2,40382,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40387,2,1,2
2,,0,,1,1,2,9,9,9,9,2,40388,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40389,3,1,3
2,,0,,1,1,1,9,2,9,9,2,40390,1,1,1
2,,0,,1,1,1,1,1,9,9,2,40391,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40392,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40394,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40398,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40401,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40402,1,1,1
2,,0,,1,1,2,2,2,9,9,2,40403,2,1,2
2,,0,,1,1,2,9,9,9,9,9,40406,3,1,3
2,,0,,2,2,2,9,2,2,9,2,40407,3,1,3
2,,0,,1,2,2,9,9,9,9,2,40408,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40409,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40411,3,1,3
2,,0,,1,2,9,9,2,9,9,2,40412,1,1,1
2,,1,2,2,2,2,9,9,9,9,2,40415,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40416,1,1,1
1,2,0,,1,2,2,9,9,9,9,2,40419,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40423,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40425,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40428,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40429,1,1,1
2,,1,2,2,2,2,2,2,9,9,2,40430,2,1,2
2,,0,,2,2,2,9,2,9,9,9,40431,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40435,1,1,1
2,,0,,2,2,2,2,2,9,9,2,40436,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40437,1,1,1
2,,0,,2,2,9,9,2,9,9,2,40439,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40440,2,1,2
2,,0,,1,2,2,2,2,9,9,2,40443,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40444,1,1,1
2,,0,,1,2,2,1,2,9,9,2,40447,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40448,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40450,3,1,3
2,,0,,2,2,2,1,2,9,9,2,40453,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40456,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40457,2,1,2
2,,0,,1,1,9,9,2,9,9,2,40458,3,1,3
2,,0,,1,1,1,9,9,9,9,2,40460,3,1,3
2,,0,,2,2,9,9,9,9,9,9,40461,1,1,1
2,,3,2,1,2,2,2,2,9,9,2,40464,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40468,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40469,4,1,4
2,,0,,1,1,9,9,2,9,9,2,40471,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40472,9,1,9
2,,0,,2,2,2,9,2,9,9,2,40474,1,1,1
2,,0,,2,2,2,1,9,9,9,2,40478,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40481,1,1,1
2,,0,,1,1,9,9,9,2,9,2,40488,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40493,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40495,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40496,1,1,1
2,,0,,1,1,2,9,9,9,9,9,40498,2,1,2
2,,0,,2,2,2,2,9,9,9,2,40499,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40500,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40502,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40503,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40505,1,1,1
2,,0,,1,1,9,9,2,9,9,2,40508,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40509,1,1,1
2,,1,2,1,1,2,9,2,9,9,2,40511,1,1,1
1,2,2,2,2,2,2,9,2,9,9,2,40512,3,1,3
2,,0,,1,1,1,9,2,9,9,2,40516,1,1,1
2,,0,,2,2,2,2,2,2,9,2,40518,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40519,1,1,1
2,,0,,1,1,2,9,2,2,9,2,40523,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40524,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40525,1,1,1
2,,0,,1,1,9,9,9,9,9,2,40528,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40529,3,1,3
2,,0,,2,2,2,9,9,9,9,2,40532,2,1,2
2,,0,,1,1,2,9,9,9,9,2,40535,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40536,1,1,1
2,,0,,2,2,9,9,2,9,9,2,40538,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40539,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40542,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40543,2,1,2
2,,0,,1,1,2,9,9,9,9,2,40545,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40546,1,1,1
2,,0,,1,2,2,2,9,9,9,2,40548,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40549,4,1,4
2,,1,2,2,2,2,2,2,2,9,2,40550,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40551,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40552,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40553,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40557,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40559,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40562,1,1,1
1,2,4,2,2,2,2,9,9,9,9,2,40564,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40566,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40567,2,1,2
2,,0,,1,1,2,9,9,9,9,2,40569,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40573,2,1,2
2,,2,2,1,1,1,2,1,9,9,2,40576,2,1,2
2,,0,,1,1,2,9,9,9,9,2,40580,2,1,2
2,,0,,1,1,1,9,9,9,9,2,40581,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40583,2,1,2
2,,0,,1,1,9,9,9,9,9,2,40585,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40587,1,1,1
2,,0,,2,2,9,9,2,9,9,2,40590,2,1,2
2,,0,,1,1,2,9,9,9,9,2,40591,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40592,2,1,2
2,,0,,2,2,2,2,2,9,9,2,40593,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40595,2,1,2
2,,0,,1,1,1,9,9,9,9,2,40596,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40597,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40599,2,1,2
2,,0,,1,1,1,9,9,9,9,2,40604,1,1,1
2,,0,,2,2,2,2,9,9,9,2,40607,4,1,4
2,,30,2,1,1,2,9,9,9,9,2,40608,4,1,4
2,,0,,1,1,1,9,2,9,9,2,40612,2,1,2
2,,0,,1,1,2,9,2,9,9,2,40613,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40615,1,1,1
2,,0,,1,1,2,9,9,9,9,1,40618,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40622,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40623,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40625,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40627,2,1,2
2,,0,,1,1,1,9,2,9,9,2,40632,1,1,1
2,,0,,1,2,2,9,9,9,9,2,40636,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40640,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40642,1,1,1
2,,1,2,2,2,2,9,9,9,9,2,40643,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40647,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40648,4,1,4
2,,0,,1,1,9,2,2,9,9,2,40652,3,1,3
2,,0,,2,2,2,9,9,9,9,2,40655,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40656,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40657,2,1,2
2,,0,,1,1,2,9,2,9,9,2,40659,3,1,3
2,,0,,1,2,2,9,9,9,9,2,40660,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40663,5,1,5
2,,0,,1,1,1,9,2,9,9,2,40664,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40666,2,1,2
2,,1,2,1,1,2,9,2,2,2,2,40667,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40668,5,1,5
2,,0,,1,2,2,9,9,9,9,2,40669,1,1,1
2,,0,,1,2,2,9,9,9,9,2,40673,2,1,2
2,,6,2,2,2,2,9,9,9,9,2,40674,3,1,3
2,,0,,2,2,2,9,9,9,9,2,40675,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40676,2,1,2
1,2,0,,1,1,1,9,2,9,9,2,40678,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40679,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40682,1,1,1
2,,0,,1,1,9,9,2,9,9,2,40683,2,1,2
2,,0,,2,2,2,1,9,9,9,2,40686,1,1,1
2,,0,,2,2,2,9,1,9,9,2,40690,3,1,3
2,,0,,2,2,2,2,2,9,9,2,40692,5,1,5
2,,0,,1,1,2,9,9,9,9,2,40693,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40695,1,1,1
2,,0,,2,2,9,2,2,9,9,2,40698,3,1,3
2,,0,,1,1,1,9,9,2,9,2,40700,2,1,2
2,,0,,1,1,1,9,2,9,9,2,40711,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40715,3,1,3
2,,0,,1,1,2,9,2,9,9,2,40717,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40718,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40721,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40725,1,1,1
1,1,0,,2,2,2,9,1,2,2,2,40726,6,1,6
2,,0,,2,2,2,9,2,9,9,2,40740,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40741,2,1,2
2,,0,,1,1,1,2,2,9,9,2,40743,4,1,4
2,,0,,1,1,1,9,2,9,9,2,40744,2,1,2
2,,0,,1,1,1,2,9,9,9,2,40746,1,1,1
2,,0,,2,2,2,1,9,9,9,2,40748,4,1,4
2,,0,,1,1,1,2,2,9,9,2,40749,2,1,2
2,,6,2,1,1,1,9,9,9,9,2,40750,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40753,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40761,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40764,1,1,1
2,,0,,2,2,2,2,9,9,9,2,40765,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40767,1,1,1
2,,0,,2,1,2,2,1,1,2,2,40770,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40776,2,1,2
2,,0,,1,1,1,9,2,9,9,2,40778,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40784,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40789,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40795,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40797,1,1,1
2,,0,,1,2,2,1,1,9,9,2,40800,1,1,1
2,,0,,1,1,1,2,2,9,9,2,40802,2,1,2
2,,0,,1,1,2,9,1,9,9,2,40803,1,1,1
2,,0,,1,2,2,2,2,9,9,2,40804,1,1,1
2,,0,,1,2,2,9,9,9,9,2,40806,5,1,5
2,,0,,2,2,2,9,9,9,9,2,40808,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40809,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40811,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40814,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40815,1,1,1
2,,0,,1,1,1,9,1,9,9,2,40817,1,1,1
1,2,0,,1,1,1,9,9,9,9,2,40819,1,1,1
2,,2,2,2,2,2,9,9,9,9,2,40821,2,1,2
2,,0,,1,1,9,9,9,9,9,2,40822,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40823,1,1,1
2,,6,2,2,2,2,9,9,9,9,2,40827,1,1,1
2,,0,,2,2,2,9,1,9,9,2,40829,2,1,2
2,,0,,2,2,2,2,2,2,9,2,40832,3,1,3
2,,0,,1,1,1,9,2,9,9,1,40833,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40834,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40835,1,1,1
2,,0,,2,1,2,9,9,9,9,2,40836,1,1,1
2,,2,2,1,1,2,9,2,9,9,2,40837,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40844,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40845,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40846,2,1,2
1,2,3,2,1,1,1,9,2,9,9,2,40852,2,1,2
2,,8,2,2,2,2,2,2,2,9,2,40853,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40855,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40856,2,1,2
2,,0,,1,1,1,2,2,9,9,2,40862,2,1,2
2,,0,,9,2,9,9,2,9,9,2,40866,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40868,2,1,2
2,,0,,2,2,2,9,2,9,9,2,40873,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40875,1,1,1
2,,0,,2,2,2,2,2,9,9,2,40878,4,1,4
2,,0,,2,2,2,2,2,9,9,2,40881,2,1,2
2,,0,,1,1,9,9,9,9,9,2,40883,2,1,2
2,,0,,1,2,2,9,2,9,9,9,40884,2,1,2
2,,0,,1,2,2,9,9,9,9,2,40885,1,1,1
2,,0,,2,2,2,9,2,9,9,2,40887,1,1,1
2,,0,,1,2,2,2,2,9,9,2,40888,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40889,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40892,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40893,4,1,4
2,,1,2,1,1,1,9,9,9,9,2,40894,2,1,2
2,,0,,1,1,2,9,9,9,9,2,40895,1,1,1
2,,0,,1,1,9,9,2,9,9,2,40898,7,1,7
2,,0,,1,1,1,9,9,9,9,2,40899,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40900,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40902,3,1,3
2,,0,,1,1,1,9,2,9,9,2,40903,3,1,3
2,,0,,2,2,2,9,2,9,9,2,40904,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40905,2,1,2
2,,0,,1,1,2,9,2,9,9,2,40910,2,1,2
2,,0,,1,2,2,9,2,9,9,2,40911,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40912,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40913,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40917,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40920,4,1,4
2,,0,,2,2,2,9,9,9,9,2,40922,2,1,2
2,,0,,1,1,2,9,9,9,9,9,40924,4,1,4
2,,3,2,1,1,2,9,2,9,9,2,40925,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40927,1,1,1
2,,0,,1,1,1,9,9,9,9,2,40931,1,1,1
2,,0,,1,1,1,9,2,2,9,2,40934,1,1,1
2,,0,,1,2,2,9,9,9,9,2,40937,1,1,1
2,,0,,2,1,2,9,9,9,9,2,40938,1,1,1
2,,0,,1,2,2,9,2,9,9,2,40939,1,1,1
2,,0,,1,1,2,9,2,9,9,2,40940,1,1,1
1,2,0,,2,2,2,9,9,9,9,9,40941,2,1,2
2,,3,2,2,2,2,9,9,9,9,2,40947,1,1,1
2,,6,2,2,2,2,9,2,9,9,2,40948,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40951,1,1,1
2,,0,,2,2,2,9,2,9,9,1,40953,1,1,1
2,,3,2,1,1,2,9,2,9,9,2,40957,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40959,1,1,1
2,,2,2,1,1,2,9,9,9,9,2,40960,4,1,4
2,,0,,2,2,2,9,9,9,9,2,40963,1,1,1
2,,0,,2,2,2,9,9,9,9,2,40967,3,1,3
2,,0,,2,2,2,9,9,9,9,2,40969,1,1,1
2,,0,,2,2,2,1,2,9,9,2,40971,2,1,2
2,,2,2,2,2,2,9,2,9,9,2,40974,1,1,1
2,,0,,1,1,2,9,9,9,9,2,40975,2,1,2
2,,0,,1,2,2,9,9,9,9,2,40977,5,1,5
2,,0,,2,2,2,2,2,9,9,2,40981,1,1,1
2,,0,,1,2,2,9,9,9,9,2,40982,1,1,1
2,,0,,1,1,1,9,2,9,9,2,40983,1,1,1
2,,0,,2,2,2,9,2,2,9,2,40984,1,1,1
2,,0,,2,2,2,1,2,9,9,2,40988,1,1,1
2,,0,,1,1,2,2,2,9,9,2,40989,1,1,1
2,,15,2,2,1,2,9,2,9,9,2,40990,1,1,1
2,,0,,1,1,9,9,9,9,9,2,40991,2,1,2
2,,0,,2,2,2,9,9,9,9,2,40994,1,1,1
2,,0,,1,1,1,2,2,9,9,2,40995,2,1,2
9,,0,,2,2,2,9,9,9,9,2,40996,5,1,5
2,,0,,1,1,2,9,2,9,9,2,40999,1,1,1
