K_01_A,K_01_B,K_01_C,K_01_D,K_02,K_03,K_04,K_05,K_06,K_07,K_08,K_09,K_09_VALOR,K_09_TEXTO,K_10_A,K_10_B,K_10_C,K_10_D,K_10_E,K_10_F,K_10_G,K_10_H,K_10_I,K_11,K_11_A,K_11_B,K_11_C,K_11_D,K_11_E,K_12_A,K_12_B,K_12_C,K_12_D,K_12_E,K_12_F,K_12_G,K_12_H,K_12_I,K_12_J,K_12_K,K_12_L,K_12_M,K_12_N,K_12_O,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19152,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19176,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19179,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19181,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19186,1,1,1
1,,,,3,1,4,1,3,5000,1,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,19188,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19189,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19207,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19223,4,1,4
,1,,,2,1,1,1,2,10000,2,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19226,6,1,6
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19265,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19273,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19332,2,1,2
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19353,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19358,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19370,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19376,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19402,2,1,2
1,1,1,,3,1,5,1,25,15000,30,1,2000,DOS MIL PESOS,,,,1,1,,,,,1,1,1,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,19407,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19415,3,1,3
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19416,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19456,1,1,1
,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19467,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19471,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19473,3,1,3
,1,,,3,1,5,1,30,180000,30,1,6000,SEIS MIL PESOS,,,1,,,,,,,2,,,,,,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,19481,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19544,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19586,1,1,1
1,1,,1,2,1,3,2,,,1,1,1000,MIL PESOS,,1,,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,19597,2,1,2
1,,,,3,1,1,2,,,1,1,3000,TRES MIL,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19600,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19624,6,1,6
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19651,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19684,1,1,1
1,,,,3,1,5,1,30,20000,30,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,19703,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19754,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19768,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19770,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19790,4,1,4
,1,,,3,1,4,1,8,10000,15,1,1000,MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,19846,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19867,3,1,3
,1,,,1,1,1,1,1,2000,1,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,19876,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19881,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19905,1,1,1
,1,,,3,1,4,1,15,30000,10,1,3000,TRES MIL PESOS,,,,1,,,,,,2,,,,,,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,19923,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19933,2,1,2
,1,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19938,1,1,1
,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19957,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19959,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19992,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19995,4,1,4
1,1,1,1,3,1,4,1,15,100000,20,1,2000,DOS MIL,,,,1,,,,,,1,1,,,,,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,20026,2,1,2
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20032,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20046,3,1,3
,1,,,3,1,2,2,,,6,1,6000,SEIS MIL PESOS,,,,,1,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20050,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20072,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20090,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20094,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20112,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20114,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20149,2,1,2
1,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20165,1,1,1
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20187,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20195,1,1,1
1,,,,3,1,4,1,15,10000,10,2,,,,,1,,,,,,,2,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,20214,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20223,1,1,1
1,,,,3,1,3,1,2,4000,2,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20300,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20328,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20334,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20368,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20383,1,1,1
,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20394,5,1,5
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20439,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20452,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20454,5,1,5
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20458,4,1,4
1,1,,1,3,1,2,2,,,1,1,5000,CINCO MIL PESOS,,,,,,1,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20459,2,1,2
,,1,1,3,1,5,1,30,30000,30,1,1000,MIL PESOS,,,1,,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,20465,3,1,3
,1,,,3,1,4,2,,,5,1,3000,TRES MIL PESOS,,,,1,,,,,,2,,,,,,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,20469,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20484,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20486,1,1,1
1,,,,1,1,4,1,2,14000,2,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,20499,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20505,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20547,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20552,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20560,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20571,1,1,1
,1,,,3,1,1,2,,,1,1,5000,CINCO MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,20577,1,1,1
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20604,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20638,1,1,1
,,,1,2,1,2,1,1,98,1,1,10000,DIEZ MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,20644,3,1,3
,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20656,1,1,1
,1,,,3,1,5,1,30,50000,15,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,,,,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,20689,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20697,2,1,2
,1,,,3,1,1,2,,,1,2,,,,,,1,,,,,,1,1,,,,,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,20712,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20714,3,1,3
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20744,1,1,1
1,,,,3,1,2,1,2,98,3,1,2500,DOS MIL QUINIENTOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20789,4,1,4
,1,,,3,1,4,1,30,12000,60,1,3000,TRES MIL PESOS,,,1,1,,1,,,,1,1,,,,,2,1,2,1,1,1,1,2,2,2,1,1,2,2,1,20812,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20822,1,1,1
,,1,,3,1,1,2,,,1,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20844,1,1,1
,1,,,3,1,2,2,,,1,2,,,,,,1,,,,,,2,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20851,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20858,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20901,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20925,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20943,1,1,1
,1,,,3,1,5,1,30,50000,10,1,2000,DOS MIL PESOS,,,1,1,,,,,,1,,1,,,,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,20948,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20963,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20970,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20979,3,1,3
1,1,,,3,1,4,1,15,20000,12,1,2000,DOS MIL PESOS,,,,,,1,,,,1,1,,,,,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,20981,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20992,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21001,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21055,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21066,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21091,1,1,1
1,,,,3,1,2,2,,,1,1,2000,DOS MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,21108,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21126,3,1,3
1,,,,3,1,1,2,,,1,1,2000,DOS MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,21159,2,1,2
1,,,,3,1,3,1,20,10000,10,1,2000,DOS MIL,,,,1,,,,,,1,1,,,,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,21178,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21180,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21183,3,1,3
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21221,3,1,3
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21242,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21287,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21293,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21299,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21356,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21376,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21424,1,1,1
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21433,1,1,1
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21434,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21515,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21539,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21551,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21555,4,1,4
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21587,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21606,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21629,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21668,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21673,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21681,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21693,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21715,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21722,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21760,1,1,1
,1,,,3,1,5,1,30,60000,8,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,21767,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21788,2,1,2
,1,,,3,1,2,2,,,1,2,,,,,,1,,,,,,1,1,,,,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,21805,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21830,1,1,1
,1,,,2,1,5,1,30,10000,5,1,10000,DIEZ MIL PESOS,,,,,,1,,,,2,,,,,,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,21858,3,1,3
,1,,,3,1,2,2,,,1,2,,,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21872,1,1,1
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21881,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21894,3,1,3
,,,1,1,1,1,1,1,98,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21915,1,1,1
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21941,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21944,3,1,3
1,1,1,,3,1,4,1,6,98,6,1,3000,TRES MIL PESOS,1,1,1,1,1,1,1,,,1,1,,,,,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,21992,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22016,1,1,1
,1,,,1,1,5,1,7,16500,32,1,1700,MIL SETECIENTOS PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22021,1,1,1
,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22028,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22062,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22065,1,1,1
,1,,,3,1,1,2,,,3,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,22086,2,1,2
,1,,,3,1,2,1,15,10000,15,1,3000,TRES MIL PESOS,,,,,1,,,,,1,1,,,,,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,22090,5,1,5
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22093,2,1,2
1,,,,2,1,1,2,,,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22096,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22107,1,1,1
1,1,1,,3,1,4,1,26,98,1,2,,,,,,,,,,1,,1,1,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,22108,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22113,4,1,4
1,,,,3,1,2,2,,,3,1,4000,CUATRO MIL PESOS,,,,1,,,,,,2,,,,,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,22121,1,1,1
1,,,,3,1,2,1,1,15000,1,1,15000,QUINCE MIL PESOS,,,,1,,,,,,2,,,,,,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,22130,6,1,6
,1,,,3,1,3,1,10,40000,20,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,22131,6,1,6
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22132,1,1,1
,1,,,3,1,3,1,4,11000,30,1,2000,DOS MIL PESOS,,,,,,,1,,,2,,,,,,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,22149,2,1,2
,1,,,3,1,5,1,30,60000,30,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,22164,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22208,4,1,4
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22221,3,1,3
1,1,1,,3,1,3,1,30,20000,30,2,,,,,1,,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22232,1,1,1
,1,,,3,1,3,1,2,10000,4,1,4000,CUATRO MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,22238,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22282,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22289,1,1,1
1,,,,2,1,3,1,3,10000,4,1,3000,TRES MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,22308,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22320,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22334,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22357,4,1,4
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22362,1,1,1
,1,1,,1,1,4,1,2,10000,1,1,3500,TRES MIL QUINIENTOS PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,22388,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22393,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22403,3,1,3
1,1,,,3,1,1,2,,,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22418,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22430,2,1,2
,1,1,,2,1,1,2,,,1,1,3000,TRES MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22432,2,1,2
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22443,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22447,2,1,2
1,1,,,3,1,5,1,30,30000,31,1,2000,DOS MIL,,,1,1,,,,,,2,,,,,,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,22476,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22484,6,1,6
,,1,,2,1,2,2,,,2,1,15000,QUINCE MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,22486,3,1,3
,1,,,3,1,5,1,30,100000,20,1,5000,CINCO MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,22500,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22506,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22531,2,1,2
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22572,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22610,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22621,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22632,4,1,4
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22637,1,1,1
1,1,,,3,1,5,1,30,6000,90,1,3000,TRE MIL PESOS,,,1,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22671,3,1,3
,1,,,3,1,5,1,30,90000,30,1,3000,TRES MIL PESOS,,,1,,,,,,,1,1,,,,,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,22673,2,1,2
,1,,,3,1,5,1,30,30000,60,1,2000,DOS MIL PESOS,,,,,,1,,,,2,,,,,,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,22680,2,1,2
