E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
2,,,,,,,,,2,,,34434,1,1,1
2,,,,,,,,,2,,,34435,1,1,1
2,,,,,,,,,2,,,34436,1,1,1
2,,,,,,,,,2,,,34437,3,1,3
2,,,,,,,,,2,,,34438,1,1,1
2,,,,,,,,,2,,,34439,2,1,2
1,19,3,1,2,,,,,2,,,34440,1,1,1
2,,,,,,,,,2,,,34441,2,1,2
2,,,,,,,,,2,,,34442,1,1,1
1,18,3,2,,,,,,2,,,34443,1,1,1
2,,,,,,,,,2,,,34444,2,1,2
2,,,,,,,,,2,,,34446,1,1,1
2,,,,,,,,,2,,,34447,2,1,2
2,,,,,,,,,2,,,34449,1,1,1
1,18,3,2,,,,,,2,,,34450,1,1,1
1,19,3,2,,,,,,1,23,2,34451,2,1,2
2,,,,,,,,,2,,,34452,2,1,2
2,,,,,,,,,2,,,34454,2,1,2
2,,,,,,,,,2,,,34455,1,1,1
2,,,,,,,,,2,,,34457,3,1,3
2,,,,,,,,,2,,,34458,2,1,2
1,17,3,2,,,,,,2,,,34459,1,1,1
2,,,,,,,,,2,,,34460,1,1,1
2,,,,,,,,,2,,,34461,5,1,5
2,,,,,,,,,2,,,34462,4,1,4
2,,,,,,,,,2,,,34463,5,1,5
2,,,,,,,,,2,,,34464,2,1,2
1,17,3,2,,,,,,2,,,34465,1,1,1
2,,,,,,,,,2,,,34466,3,1,3
2,,,,,,,,,2,,,34467,2,1,2
2,,,,,,,,,2,,,34468,1,1,1
2,,,,,,,,,2,,,34470,1,1,1
2,,,,,,,,,2,,,34471,1,1,1
2,,,,,,,,,2,,,34472,2,1,2
2,,,,,,,,,2,,,34473,4,1,4
2,,,,,,,,,2,,,34474,1,1,1
2,,,,,,,,,2,,,34475,3,1,3
1,30,3,1,1,20,1,1,2,2,,,34476,2,1,2
1,15,3,1,1,30,1,2,,2,,,34478,1,1,1
1,17,3,2,,,,,,2,,,34480,2,1,2
2,,,,,,,,,2,,,34481,1,1,1
1,12,3,2,,,,,,2,,,34483,2,1,2
2,,,,,,,,,2,,,34484,2,1,2
1,12,3,2,,,,,,2,,,34485,2,1,2
2,,,,,,,,,2,,,34486,2,1,2
2,,,,,,,,,2,,,34487,3,1,3
1,18,3,2,,,,,,2,,,34488,1,1,1
1,25,3,2,,,,,,2,,,34489,1,1,1
2,,,,,,,,,2,,,34492,3,1,3
1,22,3,1,2,,,,,2,,,34493,1,1,1
2,,,,,,,,,2,,,34494,4,1,4
2,,,,,,,,,2,,,34495,2,1,2
2,,,,,,,,,2,,,34496,3,1,3
2,,,,,,,,,2,,,34497,1,1,1
1,32,3,1,2,,,,,2,,,34499,1,1,1
2,,,,,,,,,2,,,34500,1,1,1
2,,,,,,,,,2,,,34501,1,1,1
1,12,3,1,1,2,1,2,,2,,,34502,1,1,1
1,21,3,2,,,,,,2,,,34504,1,1,1
2,,,,,,,,,2,,,34505,5,1,5
2,,,,,,,,,2,,,34506,2,1,2
1,16,3,1,1,1,1,2,,2,,,34507,4,1,4
1,19,3,1,2,,,,,2,,,34508,3,1,3
2,,,,,,,,,2,,,34509,5,1,5
2,,,,,,,,,2,,,34511,2,1,2
2,,,,,,,,,2,,,34512,3,1,3
2,,,,,,,,,2,,,34513,3,1,3
2,,,,,,,,,2,,,34515,1,1,1
1,17,3,2,,,,,,1,20,2,34516,1,1,1
2,,,,,,,,,2,,,34517,1,1,1
1,14,3,2,,,,,,2,,,34518,2,1,2
2,,,,,,,,,2,,,34519,1,1,1
1,18,3,2,,,,,,2,,,34520,1,1,1
2,,,,,,,,,2,,,34522,3,1,3
2,,,,,,,,,2,,,34523,2,1,2
2,,,,,,,,,2,,,34525,1,1,1
2,,,,,,,,,2,,,34527,1,1,1
1,18,3,1,2,,,,,2,,,34528,1,1,1
2,,,,,,,,,2,,,34529,1,1,1
1,17,3,2,,,,,,2,,,34530,1,1,1
2,,,,,,,,,2,,,34531,4,1,4
2,,,,,,,,,2,,,34532,2,1,2
2,,,,,,,,,2,,,34534,1,1,1
2,,,,,,,,,2,,,34535,2,1,2
1,11,3,2,,,,,,2,,,34536,1,1,1
2,,,,,,,,,2,,,34537,1,1,1
1,17,3,1,1,30,1,1,4,2,,,34538,1,1,1
2,,,,,,,,,2,,,34540,1,1,1
2,,,,,,,,,2,,,34541,1,1,1
2,,,,,,,,,2,,,34542,1,1,1
2,,,,,,,,,2,,,34543,1,1,1
2,,,,,,,,,2,,,34544,5,1,5
2,,,,,,,,,2,,,34545,1,1,1
1,20,3,1,2,,,,,1,17,2,34548,3,1,3
1,19,2,1,1,10,1,2,,2,,,34549,7,1,7
1,12,3,2,,,,,,2,,,34550,1,1,1
2,,,,,,,,,2,,,34552,1,1,1
2,,,,,,,,,2,,,34554,2,1,2
1,16,3,2,,,,,,2,,,34555,1,1,1
2,,,,,,,,,2,,,34556,2,1,2
2,,,,,,,,,2,,,34557,4,1,4
2,,,,,,,,,2,,,34558,2,1,2
1,18,3,2,,,,,,1,20,2,34559,3,1,3
1,14,3,2,,,,,,2,,,34561,5,1,5
1,14,3,1,2,,,,,2,,,34562,3,1,3
2,,,,,,,,,2,,,34564,1,1,1
2,,,,,,,,,2,,,34565,2,1,2
2,,,,,,,,,2,,,34566,2,1,2
2,,,,,,,,,2,,,34567,1,1,1
2,,,,,,,,,2,,,34568,1,1,1
2,,,,,,,,,2,,,34569,1,1,1
2,,,,,,,,,2,,,34570,2,1,2
1,22,3,2,,,,,,2,,,34571,1,1,1
1,13,3,2,,,,,,2,,,34573,3,1,3
1,22,3,1,1,30,1,1,4,2,,,34574,2,1,2
2,,,,,,,,,2,,,34575,2,1,2
2,,,,,,,,,2,,,34576,1,1,1
2,,,,,,,,,2,,,34577,1,1,1
2,,,,,,,,,2,,,34578,2,1,2
2,,,,,,,,,2,,,34579,1,1,1
2,,,,,,,,,2,,,34580,1,1,1
1,19,3,2,,,,,,2,,,34582,2,1,2
1,11,3,1,1,99,1,2,,2,,,34583,1,1,1
2,,,,,,,,,2,,,34584,4,1,4
2,,,,,,,,,2,,,34585,3,1,3
2,,,,,,,,,2,,,34586,2,1,2
2,,,,,,,,,2,,,34587,2,1,2
2,,,,,,,,,2,,,34588,2,1,2
2,,,,,,,,,2,,,34589,1,1,1
2,,,,,,,,,2,,,34590,3,1,3
1,18,3,2,,,,,,2,,,34591,4,1,4
1,18,3,2,,,,,,2,,,34592,1,1,1
1,25,3,2,,,,,,2,,,34593,2,1,2
2,,,,,,,,,2,,,34595,1,1,1
2,,,,,,,,,2,,,34596,3,1,3
1,19,3,1,1,30,1,1,3,2,,,34597,2,1,2
1,13,3,1,1,30,1,1,25,1,42,2,34598,2,1,2
2,,,,,,,,,2,,,34599,6,1,6
1,16,3,2,,,,,,2,,,34600,1,1,1
2,,,,,,,,,2,,,34601,1,1,1
2,,,,,,,,,2,,,34602,2,1,2
1,16,3,1,1,30,1,1,3,2,,,34603,2,1,2
2,,,,,,,,,2,,,34604,2,1,2
1,40,3,2,,,,,,2,,,34606,2,1,2
1,20,3,2,,,,,,2,,,34607,1,1,1
2,,,,,,,,,2,,,34608,1,1,1
2,,,,,,,,,2,,,34609,1,1,1
1,22,3,2,,,,,,2,,,34610,3,1,3
1,20,3,2,,,,,,2,,,34612,1,1,1
1,20,3,1,1,30,1,1,20,1,19,1,34613,1,1,1
2,,,,,,,,,2,,,34614,2,1,2
2,,,,,,,,,2,,,34615,2,1,2
2,,,,,,,,,2,,,34616,3,1,3
2,,,,,,,,,2,,,34617,7,1,7
2,,,,,,,,,2,,,34618,1,1,1
2,,,,,,,,,2,,,34619,1,1,1
2,,,,,,,,,2,,,34620,3,1,3
1,10,3,2,,,,,,2,,,34622,6,1,6
1,13,3,1,1,30,1,1,8,1,25,2,34624,3,1,3
2,,,,,,,,,2,,,34626,1,1,1
2,,,,,,,,,2,,,34627,1,1,1
2,,,,,,,,,2,,,34628,1,1,1
2,,,,,,,,,2,,,34629,2,1,2
1,16,3,1,1,10,2,,,1,24,1,34630,2,1,2
2,,,,,,,,,2,,,34631,1,1,1
2,,,,,,,,,2,,,34632,1,1,1
2,,,,,,,,,2,,,34633,4,1,4
2,,,,,,,,,1,35,2,34634,3,1,3
2,,,,,,,,,2,,,34635,4,1,4
1,20,3,2,,,,,,2,,,34636,1,1,1
2,,,,,,,,,2,,,34637,2,1,2
2,,,,,,,,,2,,,34638,2,1,2
2,,,,,,,,,2,,,34639,2,1,2
1,17,3,1,1,10,2,,,2,,,34640,1,1,1
1,18,3,2,,,,,,2,,,34641,1,1,1
2,,,,,,,,,2,,,34642,1,1,1
2,,,,,,,,,2,,,34643,2,1,2
2,,,,,,,,,2,,,34644,1,1,1
2,,,,,,,,,2,,,34645,1,1,1
2,,,,,,,,,2,,,34646,1,1,1
1,13,3,2,,,,,,2,,,34647,1,1,1
1,15,3,2,,,,,,2,,,34648,2,1,2
2,,,,,,,,,2,,,34649,4,1,4
1,12,3,2,,,,,,2,,,34650,2,1,2
2,,,,,,,,,2,,,34651,3,1,3
2,,,,,,,,,2,,,34652,3,1,3
1,17,3,1,1,3,1,2,,2,,,34653,2,1,2
1,14,3,1,1,30,1,1,1,1,14,2,34654,2,1,2
1,14,3,1,2,,,,,2,,,34655,3,1,3
1,9,3,2,,,,,,2,,,34656,1,1,1
1,14,3,2,,,,,,2,,,34657,6,1,6
2,,,,,,,,,2,,,34658,5,1,5
2,,,,,,,,,2,,,34659,3,1,3
1,16,3,2,,,,,,2,,,34661,1,1,1
2,,,,,,,,,2,,,34663,3,1,3
2,,,,,,,,,2,,,34664,5,1,5
1,17,3,2,,,,,,2,,,34665,1,1,1
1,18,3,2,,,,,,2,,,34666,4,1,4
2,,,,,,,,,2,,,34667,2,1,2
2,,,,,,,,,2,,,34668,2,1,2
1,15,3,2,,,,,,2,,,34669,1,1,1
2,,,,,,,,,2,,,34670,2,1,2
2,,,,,,,,,2,,,34671,3,1,3
2,,,,,,,,,2,,,34672,3,1,3
2,,,,,,,,,2,,,34673,2,1,2
1,20,3,2,,,,,,2,,,34674,3,1,3
2,,,,,,,,,2,,,34675,2,1,2
1,15,3,1,2,,,,,1,29,2,34676,1,1,1
1,22,3,2,,,,,,2,,,34677,1,1,1
2,,,,,,,,,2,,,34678,1,1,1
1,16,3,2,,,,,,2,,,34679,2,1,2
2,,,,,,,,,2,,,34680,1,1,1
2,,,,,,,,,2,,,34681,1,1,1
2,,,,,,,,,2,,,34682,1,1,1
1,14,3,1,1,30,1,1,12,2,,,34684,1,1,1
1,22,3,1,1,99,1,2,,2,,,34685,2,1,2
2,,,,,,,,,2,,,34686,4,1,4
2,,,,,,,,,2,,,34687,2,1,2
1,13,3,1,1,1,2,,,2,,,34688,4,1,4
2,,,,,,,,,2,,,34690,1,1,1
1,17,3,2,,,,,,2,,,34691,2,1,2
1,18,3,1,1,14,1,2,,1,19,2,34692,2,1,2
1,16,3,2,,,,,,2,,,34693,2,1,2
1,49,3,1,1,15,1,2,,2,,,34694,1,1,1
1,15,3,1,1,30,1,1,10,2,,,34695,1,1,1
1,16,3,2,,,,,,2,,,34696,3,1,3
1,12,3,2,,,,,,2,,,34697,1,1,1
2,,,,,,,,,2,,,34698,1,1,1
2,,,,,,,,,2,,,34699,1,1,1
1,18,3,2,,,,,,2,,,34700,1,1,1
2,,,,,,,,,2,,,34701,1,1,1
2,,,,,,,,,2,,,34702,4,1,4
1,17,3,1,1,15,1,2,,2,,,34703,1,1,1
1,22,3,1,1,1,1,1,5,2,,,34704,3,1,3
2,,,,,,,,,2,,,34705,4,1,4
1,16,3,2,,,,,,1,16,2,34706,2,1,2
2,,,,,,,,,2,,,34707,1,1,1
2,,,,,,,,,2,,,34709,1,1,1
2,,,,,,,,,2,,,34710,1,1,1
1,16,3,1,2,,,,,2,,,34712,3,1,3
1,15,3,1,1,2,1,3,,1,36,2,34713,1,1,1
2,,,,,,,,,2,,,34714,2,1,2
2,,,,,,,,,2,,,34715,4,1,4
2,,,,,,,,,2,,,34716,2,1,2
2,,,,,,,,,2,,,34717,1,1,1
1,19,3,1,1,30,1,1,8,2,,,34718,1,1,1
2,,,,,,,,,2,,,34719,1,1,1
2,,,,,,,,,2,,,34721,1,1,1
2,,,,,,,,,2,,,34722,2,1,2
1,17,3,1,2,,,,,1,18,2,34724,2,1,2
1,16,3,2,,,,,,2,,,34725,2,1,2
2,,,,,,,,,2,,,34726,2,1,2
2,,,,,,,,,2,,,34728,2,1,2
2,,,,,,,,,2,,,34729,7,1,7
2,,,,,,,,,2,,,34730,2,1,2
1,15,3,1,1,30,1,1,5,2,,,34731,3,1,3
2,,,,,,,,,2,,,34732,5,1,5
2,,,,,,,,,2,,,34733,5,1,5
1,16,3,2,,,,,,2,,,34734,1,1,1
2,,,,,,,,,2,,,34735,2,1,2
2,,,,,,,,,2,,,34736,4,1,4
1,20,3,1,1,5,1,2,,2,,,34737,1,1,1
2,,,,,,,,,2,,,34738,2,1,2
1,16,3,2,,,,,,2,,,34739,2,1,2
2,,,,,,,,,2,,,34740,2,1,2
2,,,,,,,,,2,,,34741,1,1,1
2,,,,,,,,,2,,,34742,1,1,1
2,,,,,,,,,2,,,34743,2,1,2
1,15,3,2,,,,,,2,,,34744,3,1,3
1,18,3,1,1,30,1,1,3,1,20,2,34745,1,1,1
1,13,3,1,1,6,1,2,,1,23,2,34746,2,1,2
2,,,,,,,,,2,,,34747,1,1,1
2,,,,,,,,,2,,,34748,3,1,3
2,,,,,,,,,2,,,34749,2,1,2
2,,,,,,,,,2,,,34750,2,1,2
2,,,,,,,,,2,,,34751,1,1,1
2,,,,,,,,,2,,,34753,1,1,1
1,15,3,2,,,,,,2,,,34754,2,1,2
2,,,,,,,,,2,,,34755,2,1,2
1,17,3,1,1,30,1,1,10,2,,,34756,1,1,1
1,17,3,2,,,,,,2,,,34758,1,1,1
2,,,,,,,,,2,,,34759,2,1,2
2,,,,,,,,,2,,,34760,1,1,1
1,14,3,2,,,,,,2,,,34761,1,1,1
2,,,,,,,,,2,,,34765,2,1,2
1,14,3,1,2,,,,,2,,,34766,2,1,2
2,,,,,,,,,2,,,34767,1,1,1
2,,,,,,,,,2,,,34768,1,1,1
2,,,,,,,,,2,,,34769,2,1,2
2,,,,,,,,,2,,,34770,1,1,1
2,,,,,,,,,2,,,34771,2,1,2
1,15,3,2,,,,,,1,30,2,34772,3,1,3
2,,,,,,,,,2,,,34774,1,1,1
2,,,,,,,,,2,,,34775,1,1,1
2,,,,,,,,,2,,,34776,2,1,2
2,,,,,,,,,2,,,34777,4,1,4
1,15,3,1,1,30,1,1,5,2,,,34778,1,1,1
2,,,,,,,,,2,,,34779,1,1,1
2,,,,,,,,,2,,,34780,1,1,1
2,,,,,,,,,2,,,34781,3,1,3
2,,,,,,,,,2,,,34782,2,1,2
2,,,,,,,,,2,,,34783,2,1,2
2,,,,,,,,,2,,,34784,5,1,5
1,21,3,1,1,4,1,2,,1,29,2,34786,3,1,3
2,,,,,,,,,2,,,34787,2,1,2
2,,,,,,,,,2,,,34788,2,1,2
1,26,3,1,1,30,1,1,2,2,,,34789,1,1,1
1,20,3,1,2,,,,,2,,,34790,1,1,1
1,15,3,2,,,,,,2,,,34791,1,1,1
2,,,,,,,,,2,,,34793,2,1,2
1,14,3,2,,,,,,2,,,34794,2,1,2
1,14,3,2,,,,,,2,,,34795,1,1,1
2,,,,,,,,,2,,,34796,1,1,1
1,35,3,2,,,,,,2,,,34797,2,1,2
1,17,3,2,,,,,,2,,,34798,1,1,1
1,16,3,1,1,8,1,1,2,2,,,34799,3,1,3
2,,,,,,,,,2,,,34800,2,1,2
1,23,3,2,,,,,,2,,,34801,1,1,1
2,,,,,,,,,2,,,34802,2,1,2
1,20,3,1,1,20,1,2,,2,,,34803,2,1,2
2,,,,,,,,,2,,,34804,4,1,4
2,,,,,,,,,1,15,2,34805,3,1,3
2,,,,,,,,,2,,,34806,1,1,1
2,,,,,,,,,2,,,34807,2,1,2
2,,,,,,,,,2,,,34808,2,1,2
2,,,,,,,,,2,,,34810,3,1,3
1,14,3,1,1,30,1,1,5,2,,,34811,1,1,1
2,,,,,,,,,2,,,34812,1,1,1
1,17,3,1,1,30,1,1,4,2,,,34813,1,1,1
1,16,3,1,1,2,2,,,1,19,1,34814,4,1,4
2,,,,,,,,,2,,,34815,3,1,3
1,22,3,2,,,,,,2,,,34816,2,1,2
2,,,,,,,,,2,,,34817,2,1,2
1,15,3,1,1,15,1,1,2,2,,,34818,1,1,1
1,15,3,2,,,,,,2,,,34819,1,1,1
2,,,,,,,,,2,,,34820,1,1,1
1,18,3,2,,,,,,2,,,34821,4,1,4
1,26,3,1,1,30,1,1,8,2,,,34822,2,1,2
2,,,,,,,,,2,,,34823,1,1,1
1,15,3,1,1,30,1,1,4,2,,,34824,2,1,2
2,,,,,,,,,2,,,34825,2,1,2
1,18,3,2,,,,,,2,,,34826,1,1,1
2,,,,,,,,,2,,,34827,1,1,1
2,,,,,,,,,2,,,34828,4,1,4
2,,,,,,,,,2,,,34829,2,1,2
1,19,3,2,,,,,,2,,,34830,1,1,1
2,,,,,,,,,2,,,34831,1,1,1
1,20,3,2,,,,,,2,,,34832,2,1,2
2,,,,,,,,,2,,,34833,2,1,2
1,20,3,1,1,5,1,1,10,2,,,34835,1,1,1
1,17,3,2,,,,,,2,,,34837,1,1,1
2,,,,,,,,,2,,,34838,3,1,3
2,,,,,,,,,2,,,34840,3,1,3
2,,,,,,,,,2,,,34841,1,1,1
2,,,,,,,,,2,,,34842,2,1,2
2,,,,,,,,,2,,,34843,1,1,1
2,,,,,,,,,2,,,34844,2,1,2
1,17,3,2,,,,,,2,,,34845,1,1,1
1,16,3,2,,,,,,2,,,34846,1,1,1
2,,,,,,,,,2,,,34847,1,1,1
2,,,,,,,,,2,,,34848,1,1,1
2,,,,,,,,,2,,,34849,2,1,2
1,18,3,1,2,,,,,2,,,34850,3,1,3
2,,,,,,,,,2,,,34851,1,1,1
2,,,,,,,,,2,,,34852,1,1,1
1,15,3,2,,,,,,2,,,34853,1,1,1
2,,,,,,,,,2,,,34854,1,1,1
2,,,,,,,,,2,,,34855,2,1,2
1,17,3,2,,,,,,2,,,34856,3,1,3
2,,,,,,,,,2,,,34857,2,1,2
2,,,,,,,,,2,,,34858,1,1,1
2,,,,,,,,,2,,,34859,3,1,3
2,,,,,,,,,2,,,34860,1,1,1
1,17,3,2,,,,,,2,,,34861,1,1,1
2,,,,,,,,,2,,,34862,6,1,6
1,16,1,1,1,30,1,1,10,1,23,2,34863,1,1,1
1,27,2,1,1,3,2,,,2,,,34864,1,1,1
1,20,3,2,,,,,,2,,,34865,2,1,2
2,,,,,,,,,2,,,34866,1,1,1
2,,,,,,,,,2,,,34867,3,1,3
2,,,,,,,,,2,,,34868,1,1,1
2,,,,,,,,,2,,,34869,3,1,3
2,,,,,,,,,2,,,34870,3,1,3
2,,,,,,,,,2,,,34871,1,1,1
2,,,,,,,,,2,,,34873,2,1,2
2,,,,,,,,,2,,,34874,2,1,2
2,,,,,,,,,2,,,34875,2,1,2
2,,,,,,,,,2,,,34876,4,1,4
2,,,,,,,,,2,,,34877,7,1,7
1,17,3,2,,,,,,2,,,34878,1,1,1
2,,,,,,,,,2,,,34879,1,1,1
2,,,,,,,,,2,,,34880,2,1,2
2,,,,,,,,,2,,,34883,2,1,2
2,,,,,,,,,2,,,34884,2,1,2
1,20,3,2,,,,,,2,,,34885,1,1,1
2,,,,,,,,,2,,,34886,2,1,2
1,17,3,2,,,,,,2,,,34887,3,1,3
2,,,,,,,,,2,,,34888,1,1,1
2,,,,,,,,,2,,,34889,1,1,1
2,,,,,,,,,2,,,34890,1,1,1
2,,,,,,,,,2,,,34891,2,1,2
1,18,3,1,1,5,1,3,,1,28,2,34892,1,1,1
2,,,,,,,,,2,,,34893,1,1,1
2,,,,,,,,,2,,,34894,1,1,1
2,,,,,,,,,2,,,34897,3,1,3
2,,,,,,,,,2,,,34899,1,1,1
1,18,3,1,1,30,1,1,2,2,,,34900,1,1,1
2,,,,,,,,,2,,,34901,3,1,3
2,,,,,,,,,2,,,34902,1,1,1
1,25,3,1,1,30,1,1,5,2,,,34903,1,1,1
1,25,3,1,1,30,1,1,2,2,,,34904,1,1,1
2,,,,,,,,,2,,,34905,2,1,2
2,,,,,,,,,2,,,34907,1,1,1
2,,,,,,,,,2,,,34908,1,1,1
1,16,3,2,,,,,,2,,,34910,1,1,1
1,14,3,2,,,,,,1,18,2,34912,6,1,6
2,,,,,,,,,2,,,34913,2,1,2
2,,,,,,,,,2,,,34915,4,1,4
1,17,3,1,1,30,1,1,8,2,,,34916,1,1,1
2,,,,,,,,,2,,,34917,2,1,2
2,,,,,,,,,2,,,34918,4,1,4
1,14,3,2,,,,,,2,,,34919,1,1,1
2,,,,,,,,,2,,,34920,2,1,2
2,,,,,,,,,2,,,34921,2,1,2
2,,,,,,,,,2,,,34922,2,1,2
2,,,,,,,,,2,,,34923,1,1,1
2,,,,,,,,,2,,,34924,1,1,1
1,17,3,1,2,,,,,2,,,34925,1,1,1
2,,,,,,,,,2,,,34926,1,1,1
2,,,,,,,,,2,,,34928,2,1,2
2,,,,,,,,,2,,,34929,1,1,1
1,20,3,2,,,,,,2,,,34931,2,1,2
2,,,,,,,,,2,,,34932,4,1,4
2,,,,,,,,,2,,,34933,2,1,2
1,25,3,2,,,,,,2,,,34934,1,1,1
2,,,,,,,,,2,,,34935,2,1,2
2,,,,,,,,,2,,,34936,2,1,2
1,18,3,2,,,,,,2,,,34937,2,1,2
1,22,3,2,,,,,,2,,,34938,2,1,2
1,25,3,1,1,30,1,1,1,2,,,34939,1,1,1
2,,,,,,,,,2,,,34940,2,1,2
2,,,,,,,,,2,,,34941,1,1,1
2,,,,,,,,,2,,,34942,2,1,2
1,16,3,2,,,,,,2,,,34943,1,1,1
2,,,,,,,,,2,,,34944,2,1,2
1,15,3,2,,,,,,2,,,34946,1,1,1
2,,,,,,,,,2,,,34947,2,1,2
2,,,,,,,,,2,,,34948,7,1,7
2,,,,,,,,,2,,,34950,3,1,3
1,17,3,2,,,,,,2,,,34951,1,1,1
2,,,,,,,,,2,,,34952,1,1,1
2,,,,,,,,,2,,,34953,2,1,2
2,,,,,,,,,2,,,34954,2,1,2
2,,,,,,,,,2,,,34955,3,1,3
2,,,,,,,,,2,,,34956,2,1,2
2,,,,,,,,,2,,,34957,1,1,1
2,,,,,,,,,2,,,34958,2,1,2
2,,,,,,,,,2,,,34959,1,1,1
1,19,3,2,,,,,,2,,,34960,2,1,2
2,,,,,,,,,2,,,34961,2,1,2
1,15,3,1,1,3,1,2,,2,,,34962,1,1,1
1,15,3,2,,,,,,2,,,34963,2,1,2
1,15,3,2,,,,,,2,,,34964,1,1,1
2,,,,,,,,,2,,,34966,3,1,3
2,,,,,,,,,2,,,34967,1,1,1
1,11,3,1,1,30,1,1,10,1,19,2,34968,4,1,4
2,,,,,,,,,2,,,34969,1,1,1
2,,,,,,,,,2,,,34970,1,1,1
1,19,3,1,2,,,,,2,,,34972,1,1,1
2,,,,,,,,,2,,,34973,5,1,5
2,,,,,,,,,2,,,34974,1,1,1
2,,,,,,,,,2,,,34975,3,1,3
1,28,3,2,,,,,,2,,,34976,1,1,1
2,,,,,,,,,2,,,34977,2,1,2
2,,,,,,,,,2,,,34978,2,1,2
2,,,,,,,,,2,,,34979,1,1,1
2,,,,,,,,,2,,,34980,2,1,2
2,,,,,,,,,2,,,34981,1,1,1
2,,,,,,,,,2,,,34982,2,1,2
1,30,3,2,,,,,,2,,,34983,1,1,1
1,21,3,1,1,15,1,2,,1,29,2,34984,3,1,3
2,,,,,,,,,2,,,34985,1,1,1
2,,,,,,,,,2,,,34986,2,1,2
1,15,1,1,1,30,1,1,20,2,,,34987,2,1,2
2,,,,,,,,,2,,,34988,5,1,5
2,,,,,,,,,2,,,34989,3,1,3
1,18,3,1,1,30,1,1,7,2,,,34990,1,1,1
1,13,3,2,,,,,,2,,,34991,1,1,1
1,18,3,2,,,,,,1,30,2,34992,1,1,1
2,,,,,,,,,2,,,34994,2,1,2
2,,,,,,,,,2,,,34995,1,1,1
2,,,,,,,,,2,,,34996,2,1,2
1,17,3,1,1,30,1,1,10,2,,,34997,1,1,1
1,17,3,2,,,,,,1,17,2,34998,4,1,4
1,15,3,1,1,30,1,1,6,2,,,34999,1,1,1
1,11,3,2,,,,,,2,,,35000,1,1,1
2,,,,,,,,,2,,,35001,1,1,1
2,,,,,,,,,2,,,35003,4,1,4
2,,,,,,,,,2,,,35004,3,1,3
1,18,3,1,1,16,1,1,2,2,,,35006,3,1,3
2,,,,,,,,,2,,,35007,1,1,1
1,20,3,2,,,,,,2,,,35008,1,1,1
2,,,,,,,,,2,,,35009,1,1,1
2,,,,,,,,,2,,,35010,2,1,2
2,,,,,,,,,2,,,35011,2,1,2
2,,,,,,,,,2,,,35012,2,1,2
2,,,,,,,,,2,,,35013,4,1,4
2,,,,,,,,,2,,,35014,1,1,1
2,,,,,,,,,2,,,35015,1,1,1
2,,,,,,,,,2,,,35016,2,1,2
2,,,,,,,,,2,,,35017,3,1,3
2,,,,,,,,,2,,,35018,1,1,1
2,,,,,,,,,2,,,35019,4,1,4
1,18,3,1,1,30,1,1,4,1,20,2,35020,1,1,1
2,,,,,,,,,1,35,1,35021,2,1,2
2,,,,,,,,,2,,,35022,2,1,2
2,,,,,,,,,2,,,35023,3,1,3
1,13,3,1,1,30,1,1,6,2,,,35024,1,1,1
2,,,,,,,,,2,,,35025,2,1,2
2,,,,,,,,,2,,,35026,3,1,3
2,,,,,,,,,2,,,35027,2,1,2
1,18,3,2,,,,,,2,,,35028,2,1,2
1,17,3,1,1,23,1,2,,1,26,2,35029,3,1,3
2,,,,,,,,,2,,,35030,2,1,2
2,,,,,,,,,2,,,35031,2,1,2
1,12,3,1,1,30,1,1,12,2,,,35032,1,1,1
1,22,3,2,,,,,,2,,,35033,2,1,2
2,,,,,,,,,2,,,35034,2,1,2
1,15,3,2,,,,,,2,,,35035,2,1,2
2,,,,,,,,,2,,,35036,1,1,1
2,,,,,,,,,2,,,35037,3,1,3
2,,,,,,,,,2,,,35038,3,1,3
1,20,3,2,,,,,,2,,,35039,1,1,1
1,19,3,2,,,,,,2,,,35040,1,1,1
1,18,3,2,,,,,,1,20,2,35041,3,1,3
2,,,,,,,,,2,,,35042,6,1,6
2,,,,,,,,,2,,,35044,2,1,2
2,,,,,,,,,2,,,35045,1,1,1
2,,,,,,,,,2,,,35046,1,1,1
2,,,,,,,,,2,,,35047,1,1,1
1,20,3,2,,,,,,2,,,35048,2,1,2
1,18,3,2,,,,,,2,,,35049,4,1,4
2,,,,,,,,,2,,,35051,2,1,2
2,,,,,,,,,2,,,35052,7,1,7
1,30,3,2,,,,,,2,,,35054,2,1,2
2,,,,,,,,,2,,,35055,2,1,2
1,16,3,1,1,2,9,,,2,,,35056,1,1,1
1,25,3,2,,,,,,2,,,35057,1,1,1
1,15,3,1,2,,,,,2,,,35058,1,1,1
2,,,,,,,,,2,,,35060,2,1,2
2,,,,,,,,,2,,,35062,3,1,3
2,,,,,,,,,2,,,35063,1,1,1
2,,,,,,,,,2,,,35064,1,1,1
2,,,,,,,,,2,,,35065,2,1,2
1,18,3,2,,,,,,2,,,35067,2,1,2
2,,,,,,,,,2,,,35068,5,1,5
1,13,2,2,,,,,,2,,,35069,1,1,1
2,,,,,,,,,2,,,35070,2,1,2
1,19,3,2,,,,,,2,,,35071,2,1,2
2,,,,,,,,,2,,,35072,2,1,2
1,17,3,1,1,10,1,1,2,2,,,35074,3,1,3
1,17,3,1,1,30,1,1,2,2,,,35076,1,1,1
