L_01,L_02,L_03,L_04,L_05,L_06,L_07,L_08,L_08_VALOR,L_08_TEXTO,L_09_A,L_09_B,L_09_C,L_09_D,L_09_E,L_09_F,L_09_G,L_09_H,L_09_I,L_10,L_10_A,L_10_B,L_11_A,L_11_B,L_11_C,L_11_D,L_11_E,L_11_F,L_11_G,L_11_H,L_11_I,L_11_J,L_11_K,L_11_L,L_11_M,L_11_N,L_11_O,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58205,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58354,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58367,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58522,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58642,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58660,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58827,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58919,4,1,4
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59047,2,1,2
3,1,1,2,,,03,1,15000,QUINCE MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,59100,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59142,1,1,1
3,1,2,2,,,1,1,10000,DIEZ MIL,,,,,1,,,,,2,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,59250,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59315,3,1,3
3,1,3,1,1,10000,1,1,10000,diez mil pesos,,,1,,,,,,,2,,,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,59316,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59429,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59570,3,1,3
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59573,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59629,3,1,3
3,1,1,2,,,01,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,59649,6,1,6
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59773,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59774,2,1,2
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59835,1,1,1
3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59941,2,1,2
